x, y, theta, stamp, 
-5.1514348342607263e-14, -2.1316282072803006e-14, -1.1000354425903821e-10, 1740703810091708027, 
-5.1514348342607263e-14, -2.1316282072803006e-14, -1.0997907747387586e-10, 1740703810181760145, 
-5.1514348342607263e-14, -2.1316282072803006e-14, -1.1208091723294529e-10, 1740703810281612900, 
2.0750038132177906e-08, -2.425500156277849e-08, 2.3830831032377914e-07, 1740703810382140501, 
2.0750038132177906e-08, -2.425500156277849e-08, 2.383061599878374e-07, 1740703810473887103, 
2.0750038132177906e-08, -2.425500156277849e-08, 2.3830637467576646e-07, 1740703810571422300, 
2.0750038132177906e-08, -2.425500156277849e-08, 2.383053042077095e-07, 1740703810681940762, 
2.0750038132177906e-08, -2.425500156277849e-08, 2.383053042077095e-07, 1740703810781793211, 
0.000772301631513983, -5.040249561716337e-06, 0.001451510295377034, 1740703810892032206, 
0.008318247273564339, 0.0005530230118893087, 0.013561143755335625, 1740703810981695230, 
0.02408476173877716, 0.0014571247156709433, 0.03871727030642375, 1740703811081670866, 
0.04713253304362297, 0.0030960957519710064, 0.07443777217326111, 1740703811181802869, 
0.0742236003279686, 0.006052539683878422, 0.11568368562747978, 1740703811271359421, 
0.1087455004453659, 0.01151055097579956, 0.16897470086645539, 1740703811381622296, 
0.13803966343402863, 0.017343435436487198, 0.2177726359807508, 1740703811481899500, 
0.1673426479101181, 0.024817198514938354, 0.26688635596782684, 1740703811581673694, 
0.19350185990333557, 0.03276311233639717, 0.3082844293514005, 1740703811671597260, 
0.22528326511383057, 0.04419342800974846, 0.351553147483982, 1740703811781770675, 
0.2531285881996155, 0.05538231506943703, 0.3930444972619508, 1740703811882015834, 
0.2811652719974518, 0.06799670308828354, 0.4336623842243575, 1740703811981637215, 
0.3117063045501709, 0.08319765329360962, 0.49902111513715514, 1740703812091767956, 
0.33274519443511963, 0.09511957317590714, 0.5544346853786644, 1740703812172222813, 
0.36126217246055603, 0.11409727483987808, 0.6025923304914087, 1740703812280638546, 
0.385862797498703, 0.1317203789949417, 0.627151018032981, 1740703812381999771, 
0.41225966811180115, 0.15225113928318024, 0.6574926592826079, 1740703812491726764, 
0.4312025010585785, 0.16752426326274872, 0.6811223207291814, 1740703812571694416, 
0.4569135308265686, 0.18965907394886017, 0.7302157932080822, 1740703812681708264, 
0.4787200093269348, 0.21048441529273987, 0.7784183328647023, 1740703812780644306, 
0.4982777535915375, 0.23110972344875336, 0.8102268375834591, 1740703812875485716, 
