odom_x, odom_y, odom_th, odom_vx, odom_yawrate, pf_x, pf_y, pf_th, stamp, 
0.017244908958673477, 0.002129925414919853, 0.056422837069857824, 0.0, 0.0, 0.023029194848565433, 0.0839612102845776, 0.008946666163595315, 1741910178080293191, 
0.017244908958673477, 0.002129925414919853, 0.056422837069857824, 0.0, 0.0, 0.021045581353187397, 0.08551835336590244, 0.010057004507610814, 1741910178330213759, 
0.017244908958673477, 0.002129925414919853, 0.056422837069857824, 0.0, 0.0, 0.016203937533936164, 0.087464332388269, 0.0069710268039424195, 1741910178481148997, 
0.017244908958673477, 0.002129925414919853, 0.056422837069857824, 0.0, 0.0, 0.020811744555787822, 0.07981670725940389, 0.01416481882077103, 1741910178682069303, 
0.017244886606931686, 0.0021299482323229313, 0.056422535855738955, 0.0, -1.510014584482633e-07, 0.02120075688714578, 0.08295847058990359, 0.012797088120054369, 1741910178925490825, 
0.017244886606931686, 0.0021299482323229313, 0.05642246126090984, 0.0, -5.456407734527602e-07, 0.022366902958025053, 0.07600014123570971, 0.012420052968949087, 1741910179080323067, 
0.017244886606931686, 0.0021299482323229313, 0.05642239412577514, 0.0, -4.557589932119299e-07, 0.016081538388403167, 0.0850729394469456, 0.004110355069124476, 1741910179229362601, 
0.017244886606931686, 0.0021299482323229313, 0.056422326990838836, 0.0, -4.7371162281706347e-07, 0.0185872286134013, 0.08683366910563318, 0.006447484139564606, 1741910179369357329, 
0.017244886606931686, 0.0021299482323229313, 0.056422297152733655, 0.0, -4.1622513435868314e-07, 0.018267200807418525, 0.08531508368842411, 0.01314689161272654, 1741910179440958779, 
0.017244886606931686, 0.0021299482323229313, 0.0564222598551912, 0.0, -3.035428335351753e-07, 0.012798784786712735, 0.08852676991588321, 0.0008955931090545873, 1741910179529373647, 
0.017244886606931686, 0.0021299482323229313, 0.056422226287367476, 0.0, -2.2265254528974765e-07, 0.016846541787231228, 0.08815249134623017, 0.0020522386315121495, 1741910179680349949, 
0.017244886606931686, 0.0021299482323229313, 0.056422215098310594, 0.0, -2.7855384132635663e-07, 0.017364450055337356, 0.08497268862588297, 0.0024284348052517404, 1741910179720470992, 
0.017244886606931686, 0.0021299482323229313, 0.05642217034026364, 0.0, -1.8246036859181913e-07, 0.014312871333988333, 0.08659888112502191, 0.0021149456165675765, 1741910179921213659, 
0.017244886606931686, 0.0021299482323229313, 0.05642214423268802, 0.0, -2.2688203671350493e-07, 0.012054959682626622, 0.08264127866935073, 0.004664526000461218, 1741910180029411944, 
0.02084214612841606, 0.0020480146631598473, 0.08336580420884397, 0.0538471833274684, 0.3762085437774658, 0.020473512352444136, 0.08430404290987502, 0.036587713199969216, 1741910180171289356, 
0.03313939645886421, 0.002930319868028164, 0.14150371342632184, 0.08115302515228838, 0.33843299746513367, 0.027261911292089786, 0.09430880753969009, 0.08737312965410306, 1741910180321098793, 
0.04167870804667473, 0.003930855542421341, 0.17915062920093555, 0.07601559563599022, 0.3659142553806305, 0.03796043158215289, 0.09406895705990934, 0.12905113121528997, 1741910180430316719, 
0.048147425055503845, 0.0047453623265028, 0.21479613112490892, 0.07095198821620011, 0.3899102509021759, 0.04761706999397349, 0.09275530988366704, 0.17846708695435892, 1741910180521202412, 
0.07159451395273209, 0.010346065275371075, 0.35063511547007914, 0.0683374911134905, 0.3940525949001312, 0.06710238096887042, 0.09139112490387456, 0.24353837244745033, 1741910180989578259, 
0.07708916813135147, 0.012358937412500381, 0.3862745481854881, 0.06369654833018415, 0.37708568572998047, 0.0615451196185888, 0.09377203803607737, 0.2850790896713391, 1741910181080842381, 
0.08372253179550171, 0.01495798584073782, 0.42633805505087097, 0.07787927343120339, 0.4198812246322632, 0.07769240021040662, 0.09579472783271821, 0.3436344593079792, 1741910181179499631, 
0.09119980037212372, 0.018065230920910835, 0.46673297274031667, 0.07884809588972284, 0.4005243182182312, 0.08319969752160665, 0.10031812077321219, 0.39598255603405674, 1741910181280068998, 
0.09746123850345612, 0.020937088876962662, 0.5029407476134813, 0.07159539500303516, 0.3963463306427002, 0.0935587980536092, 0.10690102603343798, 0.4399043165716243, 1741910181371691611, 
0.10437646508216858, 0.024619007483124733, 0.5485339476090052, 0.07288902715893202, 0.41521596908569336, 0.10850459280878402, 0.1125576471137215, 0.500418786403645, 1741910181481779481, 
0.11047003418207169, 0.028380993753671646, 0.5899866448148401, 0.07004961974819689, 0.4076237678527832, 0.11608995754448105, 0.10942667652927003, 0.5535568182035181, 1741910181582645312, 
0.11678249388933182, 0.03240159898996353, 0.6222361773974002, 0.07672772474666537, 0.26938071846961975, 0.13401552539482325, 0.12409569390567662, 0.5942309806001354, 1741910181678985038, 
0.12130710482597351, 0.03579510375857353, 0.6403171146969687, 0.05819632115462187, 0.17315180599689484, 0.13490644721017217, 0.12935143034562585, 0.6022669431042464, 1741910181770774598, 
0.13182787597179413, 0.04405118525028229, 0.6651933432088973, 0.061544938286131994, 0.1030181273818016, 0.14478051401891998, 0.1288673142263581, 0.6175394153425818, 1741910181980461183, 
0.14150363206863403, 0.052434347569942474, 0.6793522871959132, 0.057402952728215516, 0.052966319024562836, 0.14378542068253122, 0.13041056355978023, 0.6216544791238852, 1741910182187372476, 
0.14601220190525055, 0.05613410472869873, 0.6877531150835048, 0.06473077971342482, 0.07988785207271576, 0.15258546722307592, 0.1413900160325485, 0.6335155891092263, 1741910182281723654, 
0.15115390717983246, 0.06043623387813568, 0.691205768634991, 0.06744378134069402, 0.016913555562496185, 0.1629118462553922, 0.15530882578597704, 0.6303404803062747, 1741910182379314099, 
0.16029636561870575, 0.06708807498216629, 0.6712721253426772, 0.0552183903308099, -0.07822025567293167, 0.16901540824557912, 0.15484637813700036, 0.6166449135884358, 1741910182587721963, 
0.16399510204792023, 0.07016786187887192, 0.6628921082717515, 0.054924487487058984, -0.09802205860614777, 0.17227407601793007, 0.15958274943284254, 0.6046282594220518, 1741910182671617062, 
0.1688714176416397, 0.07354476302862167, 0.6541362996429921, 0.057581143047386665, -0.07495010644197464, 0.1829131981377255, 0.16005709162156395, 0.596048731309227, 1741910182781214031, 
0.17333339154720306, 0.07691416889429092, 0.6450546427823585, 0.060681031993906426, -0.09136990457773209, 0.18728976711265602, 0.15697710202511692, 0.579752848073409, 1741910182876615145, 
0.1826174557209015, 0.08310720324516296, 0.6186681175579003, 0.055450044368584944, -0.12336505204439163, 0.19899040734237033, 0.16836467607407582, 0.5700857256107595, 1741910183080549767, 
0.18684056401252747, 0.08622132986783981, 0.6046726270639349, 0.05000200729792594, -0.15032976865768433, 0.20682429409839317, 0.1670542034371459, 0.5565015493798918, 1741910183180326817, 
0.19098031520843506, 0.08878793567419052, 0.5917608479627988, 0.05004127942281411, -0.13464519381523132, 0.21078094730074448, 0.17264421769012536, 0.5330923960553903, 1741910183276476289, 
0.20021291077136993, 0.09478651732206345, 0.5654493871164125, 0.0518536678119407, -0.12349877506494522, 0.22074694457510885, 0.18519512069114927, 0.5167732547351012, 1741910183480421144, 
0.2047348916530609, 0.09755165129899979, 0.5574372438545623, 0.05312392441417839, -0.07966577261686325, 0.2257053987076951, 0.18353913718100381, 0.5069423575014103, 1741910183580509543, 
0.208958238363266, 0.09973582625389099, 0.5483738799632399, 0.05032065577912301, -0.10197924077510834, 0.2321540671735452, 0.18775848376989251, 0.4967772231851809, 1741910183675303223, 
0.21402285993099213, 0.10243973881006241, 0.5385263249116419, 0.04977812937629742, -0.08031134307384491, 0.23336199404732114, 0.18787132157452066, 0.4791573198630824, 1741910183791158180, 
0.22247879207134247, 0.10714300721883774, 0.5283931523421995, 0.050977552220600346, -0.012379094958305359, 0.24370207036910876, 0.19453791772105777, 0.4759058491048277, 1741910183981278884, 
0.2270837128162384, 0.10951906442642212, 0.5222262922290966, 0.04950578094690808, -0.058328960090875626, 0.2517377442173298, 0.20297792765524542, 0.4721325701316861, 1741910184081342385, 
0.23609156906604767, 0.11435022205114365, 0.5134645406572231, 0.04650710801803498, -0.06351356208324432, 0.25811466612662715, 0.1988336127032375, 0.46664826918665187, 1741910184280560089, 
0.24036061763763428, 0.11667066812515259, 0.5088696559553746, 0.0483144006330434, -0.054207563400268555, 0.26565307230742835, 0.20322355017060614, 0.4627893001672239, 1741910184380306315, 
0.24473702907562256, 0.1190849170088768, 0.505731443646863, 0.04825911989019468, -0.01799442060291767, 0.27128376952888883, 0.20643185510771037, 0.45531265116105535, 1741910184480279325, 
0.2493901252746582, 0.1217157244682312, 0.5071301655609027, 0.047938295521854676, 0.02059214375913143, 0.2698087073836031, 0.2173245591481195, 0.4521691856208887, 1741910184590832506, 
0.25749388337135315, 0.12602299451828003, 0.506254131834983, 0.05027557781573091, -0.008774594403803349, 0.2791730146540709, 0.21380478864189345, 0.4532146380214796, 1741910184776478316, 
0.26175034046173096, 0.12852033972740173, 0.5048667668634658, 0.04811924649162694, -0.009713282808661461, 0.2870485184746954, 0.2150961454399275, 0.46024180731488473, 1741910184877221733, 
0.26605188846588135, 0.13075074553489685, 0.5062981502196714, 0.045108146318107556, 0.008599751628935337, 0.2962575386923059, 0.2216406678770972, 0.4604797414404195, 1741910184985677688, 
0.269999623298645, 0.1329668015241623, 0.5061168186598215, 0.04719680276200449, 0.0, 0.2960783077870506, 0.22218525986876422, 0.46064959246099557, 1741910185082063335, 
0.2778978943824768, 0.1374487280845642, 0.5073815797350315, 0.05064574630441646, 0.015136619098484516, 0.3070617325388495, 0.22556339794367006, 0.46197786129434953, 1741910185280492553, 
0.28245365619659424, 0.13990077376365662, 0.5096102097110494, 0.046159132195506034, 0.019631873816251755, 0.3043955703458027, 0.2226281835378758, 0.4608858773740941, 1741910185391148159, 
0.28604134917259216, 0.14185133576393127, 0.5100772097094504, 0.04378824543043515, 0.007611236069351435, 0.3173485912575564, 0.23191956875619466, 0.4645912617314731, 1741910185482056388, 
0.29388725757598877, 0.14623044431209564, 0.512501316313185, 0.04378744422042044, 0.02134985662996769, 0.3225993381522524, 0.23376338019927825, 0.4662707802105494, 1741910185680434061, 
0.2984585165977478, 0.14879003167152405, 0.5131915935544468, 0.04750440381747207, 0.009795173071324825, 0.3268409963252499, 0.24483980569749533, 0.458962707386748, 1741910185791083214, 
0.30174148082733154, 0.15068210661411285, 0.5136924818292812, 0.04209904281924664, 0.00835863035172224, 0.33492285918457193, 0.2379569359992879, 0.47140884885937656, 1741910185880499969, 
0.30915042757987976, 0.15475918352603912, 0.5155048916891607, 0.03710205124422524, 0.0, 0.340441988056156, 0.24610451126323127, 0.46947884397784, 1741910186080294055, 
0.30908268690109253, 0.1546548455953598, 0.5168636976630407, -0.012061172788064739, 0.010141627863049507, 0.3372877318478294, 0.2485840821781691, 0.46527242103457345, 1741910186170436398, 
0.30888280272483826, 0.1545805037021637, 0.5174121978206144, 0.0055765017482489925, 0.00924467109143734, 0.33793203529355037, 0.2471213333399447, 0.4688541920617875, 1741910186280469855, 
0.3167368173599243, 0.15912017226219177, 0.5203064229374453, 0.038766134171285084, 0.0, 0.3426011741896115, 0.24545537104317802, 0.4699710787730129, 1741910186480323492, 
0.31981244683265686, 0.16041001677513123, 0.518772027331807, 0.0393373399547195, 0.0, 0.3500148790120223, 0.2535151328054672, 0.46714122013851017, 1741910186571634239, 
0.32344865798950195, 0.16274255514144897, 0.5174111030982967, 0.040574217063402786, 0.0, 0.3560888918851401, 0.25774831869534737, 0.4670715043672703, 1741910186680599220, 
0.3302503824234009, 0.1664322316646576, 0.5170393445390793, 0.035901507538982, -0.013690406456589699, 0.3591223957825829, 0.2517285158490147, 0.46534081058208526, 1741910186880547063, 
