x, y, th, stamp, 
-13.108745574951172,-4.03190279006958,-2.782217923995261,1738279072145214954
-13.108745574951172,-4.03190279006958,-2.7822179498926864,1738279072176553631
-13.108745574951172,-4.03190279006958,-2.782217978678074,1738279072242996043
-13.108745574951172,-4.03190279006958,-2.7822179932150375,1738279072293071806
-13.108745574951172,-4.03190279006958,-2.782217966645499,1738279072335931970
-13.108745574951172,-4.03190279006958,-2.7822177324810147,1738279072385983925
-13.108745574951172,-4.03190279006958,-2.7822177371176817,1738279072436304695
-13.108753204345703,-4.031898498535156,-2.782151903209594,1738279072484239040
-13.109762191772461,-4.032243728637695,-2.776264659057947,1738279072534454900
-13.114617347717285,-4.034303188323975,-2.762642217378764,1738279072600202287
-13.118783950805664,-4.03608512878418,-2.748863882687929,1738279072640490206
-13.125530242919922,-4.039003372192383,-2.7281972776448393,1738279072690007929
-13.133468627929688,-4.042603015899658,-2.7029392422378407,1738279072739915088
-13.142523765563965,-4.04680871963501,-2.6720175708193787,1738279072789955397
-13.151810646057129,-4.051570892333984,-2.638667323643687,1738279072839929931
-13.158677101135254,-4.055412769317627,-2.6132602757473484,1738279072880045624
-13.170692443847656,-4.062613487243652,-2.570906648205907,1738279072949645407
-13.178852081298828,-4.067910194396973,-2.54120105879183,1738279073000694268
-13.185249328613281,-4.0723748207092285,-2.517835989331852,1738279073039979301
-13.192892074584961,-4.07787561416626,-2.487687342804492,1738279073089165808
-13.200775146484375,-4.083831787109375,-2.4570664384334227,1738279073140107309
-13.208112716674805,-4.090010643005371,-2.4276833419789323,1738279073190099383
-13.215254783630371,-4.09635591506958,-2.3981753258455654,1738279073241215734
-13.221016883850098,-4.101754188537598,-2.374705727622309,1738279073280602343
-13.227917671203613,-4.108623027801514,-2.3452314968272168,1738279073330114957
-13.23466968536377,-4.115575313568115,-2.314491639275695,1738279073380250696
-13.242396354675293,-4.12448263168335,-2.2765641210297507,1738279073439939954
-13.248738288879395,-4.131968975067139,-2.2469299054438423,1738279073490015504
-13.254377365112305,-4.138992786407471,-2.219680284634029,1738279073540704567
-13.258367538452148,-4.144288539886475,-2.197822807971702,1738279073589044951
-13.261612892150879,-4.148728847503662,-2.1787311649383296,1738279073634218158
-13.266133308410645,-4.155816078186035,-2.155290188522252,1738279073680678540
-13.271207809448242,-4.163838863372803,-2.12352760518996,1738279073730489806
-13.276741027832031,-4.1734137535095215,-2.0932884763550117,1738279073780236557
