e, e_dot, e_int, stamp, 
0.457926967118743, -0.012986953470490725, 0.09184513249315841, 1741910178240655907, 
0.4562581142898344, -0.005562842763028504, 0.09147413656848802, 1741910178481148997, 
0.4598671847486362, 0.00646739209964405, 0.09160348441048091, 1741910178640248551, 
0.4598671847486362, 0.012030234862672554, 0.09173283225247379, 1741910178640248551, 
0.45805087948442924, -0.0060543508806898405, 0.09185234993211344, 1741910178876149709, 
0.4665927258819469, 0.022418470444368992, 0.09230071934100081, 1741910179039358858, 
0.4616433281649614, 0.011974828935107188, 0.09241912890208917, 1741910179180319704, 
0.45876181369592056, -0.026103040620087763, 0.0924665245161886, 1741910179279505179, 
0.45353578986741333, -0.027025127658493558, 0.09159606211521969, 1741910179440958779, 
0.4593449766849046, 0.0019438766299467725, 0.09144283868321589, 1741910179529373647, 
0.4607780990090493, 0.024141030472119945, 0.09157725770409116, 1741910179680349949, 
0.4641325126770314, 0.015958453307089265, 0.09228370589139902, 1741910179769987629, 
0.4610286014212025, 0.0008350080405106208, 0.09239594754048555, 1741910179921213659, 
0.4615278635715155, -0.00868216368505296, 0.09244593184464996, 1741910180081171633, 
0.4324005170592042, -0.09542694787332773, 0.09033046547012816, 1741910180171289356, 
0.37439965872823144, -0.29042734947761345, 0.08455520262393007, 1741910180321098793, 
0.3389314022817925, -0.3115637159247055, 0.0763821052046152, 1741910180430316719, 
0.29647667865826727, -0.2597432668998806, 0.06732051597788608, 1741910180571110858, 
0.24442588412797325, -0.3150183938460642, 0.0586555976712022, 1741910180920469018, 
0.19685903659102116, -0.33205880689082035, 0.049184106625150784, 1741910181080842381, 
0.14573330431185777, -0.32897526605371824, 0.039134548335390144, 1741910181179499631, 
0.09153614651585429, -0.3510763002505562, 0.028941899161248882, 1741910181319280693, 
0.04632449179828668, -0.3313627083785703, 0.01890626284173325, 1741910181438749654, 
-0.011477311729233941, -0.3433781941502941, 0.008425555105660468, 1741910181531431589, 
-0.05589861606710317, -0.34074369288463285, -0.001403429066536695, 1741910181628283392, 
-0.10273492410168045, -0.30419204124148835, -0.011340723459867837, 1741910181770774598, 
-0.1167909819844099, -0.2029745530576891, -0.018361634810212902, 1741910181869085551, 
-0.12477962831841466, -0.07348234738911404, -0.022953702293633665, 1741910182028519063, 
-0.12477962831841466, -0.026628821113349188, -0.024423349241415947, 1741910182028519063, 
-0.13154163907606858, -0.022540035858846414, -0.02540672638085986, 1741910182187372476, 
-0.15157339884819182, -0.08931256843259054, -0.02719297774951167, 1741910182329466051, 
-0.15978110982487814, -0.09413156916269853, -0.029526409849942568, 1741910182427666237, 
-0.15978110982487814, -0.027359036588954406, -0.03140904123319654, 1741910182427666237, 
-0.14125220274711875, 0.06176302359253131, -0.030720961493125, 1741910182587721963, 
-0.13340205438840647, 0.08793018478823893, -0.028962357797360224, 1741910182730465459, 
-0.11796905013971465, 0.077610508691347, -0.026174887151682657, 1741910182832209410, 
-0.09426129430040553, 0.13046920029333645, -0.023042159921901777, 1741910182970833722, 
-0.09426129430040553, 0.07902585279769707, -0.020432775916035047, 1741910182970833722, 
-0.09197310957901006, 0.007627282404651566, -0.018699713211988073, 1741910183080549767, 
-0.07068185327526949, 0.07859813675045346, -0.017127750476979006, 1741910183230315016, 
-0.05232655741801401, 0.13215517386998685, -0.014332101351486238, 1741910183370682691, 
-0.05232655741801401, 0.06118431952418494, -0.0116889978740865, 1741910183370682691, 
-0.04691049884037651, 0.018053528592124984, -0.010104240911760301, 1741910183480421144, 
-0.030817332259963137, 0.07169741719350291, -0.008670292567890243, 1741910183631200834, 
-0.022006379507617302, 0.08301373110919737, -0.006648947373863796, 1741910183720336636, 
-0.0036147706464012552, 0.09067520537853961, -0.003762565494265446, 1741910183880871511, 
-0.0036147706464012552, 0.06130536287072016, -0.0019490613866946541, 1741910183880871511, 
-0.0024444189258311377, 0.0039011724019003915, -0.0006449306812422432, 1741910184030425645, 
-0.005514174244568848, -0.006331345327225309, -0.0007715575877867494, 1741910184120408178, 
-0.005514174244568848, -0.0102325177291257, -0.0008981844943312555, 1741910184120408178, 
0.011734771105038677, 0.05749648449869175, 4.709484106006541e-05, 1741910184280560089, 
0.014817282988359881, 0.06777152410976243, 0.001402525323255314, 1741910184430416175, 
0.02181331483251392, 0.03359514575825081, 0.003224357928394165, 1741910184520564818, 
0.0057712518858863415, -0.030153437008245132, 0.002826789980450676, 1741910184670257836, 
0.0057712518858863415, -0.05347354315542526, 0.0022237212402857736, 1741910184670257836, 
0.01841950908722323, 0.042160857337789626, 0.0019974675239330607, 1741910184826344794, 
0.01601411178897505, 0.03414286634362903, 0.002680324850805641, 1741910184924678198, 
0.012675102030508423, -0.01914802352238269, 0.00314058152711378, 1741910185082063335, 
0.011403296781003491, -0.015369383359905195, 0.002672834040032464, 1741910185180323006, 
0.011403296781003491, -0.0042393508316831046, 0.0023654463728343604, 1741910185180323006, 
0.01402488275921382, 0.00873861992736776, 0.0024554317547480532, 1741910185321684862, 
0.01785604614454739, 0.021509164545146325, 0.0028856150456509798, 1741910185482056388, 
0.009504184141818695, -0.015068995391317083, 0.0027590075363719936, 1741910185580315603, 
0.009504184141818695, -0.027839540009095647, 0.0024576276285456517, 1741910185580315603, 
0.009384389724925057, -0.0003993147229787904, 0.001892850533904163, 1741910185720635967, 
9.84171996155081e-05, -0.03135255647401062, 0.0012657994044239507, 1741910185820568231, 
0.008301515534172521, -0.003609580635841788, 0.0011856214972475391, 1741910185980288054, 
0.008301515534172521, 0.027343661115190043, 0.0011134298845307034, 1741910185980288054, 
0.00013572528833244446, -0.027219300819466923, 0.0011159170904451658, 1741910186120400630, 
-0.0034770046443444724, -0.039261733928389976, 0.0003306824118773662, 1741910186221133888, 
-0.0036283353879655866, -0.012546868920993437, -0.00046464098293184095, 1741910186379429639, 
-0.0036283353879655866, -0.0005044358120703807, -0.0007155783613517098, 1741910186379429639, 
0.0030113520800780225, 0.022132291560145363, -0.00028302124639021005, 1741910186520566587, 
-0.002565285068118761, 0.003543501066156085, -0.00021215122506708836, 1741910186620687041, 
-0.004887605302684339, -0.026329857942541206, -0.0002961025527150052, 1741910186779422992, 
-0.004887605302684339, -0.007741067448551926, -0.0008226997115658292, 1741910186779422992, 
0.01201037666521193, 0.056326606559654234, 0.0001490110706562168, 1741910186880547063, 
-0.0017436820669130548, 0.010479744119237614, 0.00035860595304096907, 1741910187040556181, 
0.011001860624369086, -0.003361720136142813, 0.0014179036815111974, 1741910187179343776, 
0.011001860624369086, 0.042485142304273804, 0.0013506692787883412, 1741910187179343776, 
0.001614167956756285, -0.031292308892042674, 0.0015745259470329638, 1741910187280292391, 
0.0034486006097347865, -0.02517753338211433, 0.001070975279390677, 1741910187441102593, 
0.002167912294214147, 0.0018458144581928737, 0.00048204539071368125, 1741910187580568170, 
-0.0021592409215676622, -0.018692805104341497, 0.0002304847988254181, 1741910187680265750, 
-0.0021592409215676622, -0.01442384405260603, -0.00014337130326141183, 1741910187680265750, 
-0.0038341944001155648, -0.005583178261826342, -0.0005435117495500593, 1741910187822227866, 
-0.0038341944001155648, -0.005583178261826342, -0.0006551753147865861, 1741910187822227866, 
-0.018303511003368023, -0.04823105534417486, -0.0017314599869066101, 1741910187982515655, 
-0.014574839527139283, -0.03580215042341239, -0.002447502995374858, 1741910188080124240, 
-0.00034905627100534353, 0.05984818244120893, -0.0022151604534341764, 1741910188221440745, 
-0.00034905627100534353, 0.047419277520446466, -0.001018196804609998, 1741910188221440745, 
-0.011965239452102205, -0.038720610603656204, -0.0008442234662741928, 1741910188380803157, 
-0.012639868733249404, -0.04096937487414687, -0.0016636109637571301, 1741910188478530116, 
-0.021362192308035377, -0.0313231761864439, -0.0030644866995591324, 1741910188620854312, 
-0.021129835045975986, -0.028299887709088607, -0.003675459739150718, 1741910188730667110, 
-0.017882674935978726, 0.011598391240188835, -0.004024980152666006, 1741910188876534345, 
-0.017882674935978726, 0.0108238670333242, -0.0037930123278622292, 1741910188876534345, 
-0.0076137196238474925, 0.034229851040437444, -0.0028919379663869963, 1741910189021009843, 
-0.006569306265285901, 0.037711228902309414, -0.002137713388340808, 1741910189130286345, 
-0.02152420095258145, -0.046368271095779866, -0.0023804817894476564, 1741910189277504212, 
-0.017567056179232488, -0.03665916637982195, -0.003044037559806656, 1741910189370538656, 
-0.017567056179232488, 0.01319048257782988, -0.003777220887403095, 1741910189370538656, 
-0.015624826706767514, 0.006474098241549912, -0.003383929271015499, 1741910189530632818, 
-0.006087624380667789, 0.03826477266188233, -0.002618633817777853, 1741910189676320892, 
-0.005735008164067412, 0.03296606180900034, -0.0018298306167668476, 1741910189770947268, 
-0.005735008164067412, 0.0011753873886679218, -0.0011705093805868408, 1741910189770947268, 
-0.02254228374285261, -0.05602425192928399, -0.0022674866713991624, 1741910189930424696, 
0.0008138187812643527, 0.021829423151105882, -0.0018308982083770446, 1741910190076537916, 
0.0008138187812643527, 0.07785367508038987, -0.001394309745354927, 1741910190076537916, 
-0.0035453621349469944, -0.014530603054037824, -0.00012784830482788593, 1741910190190811315, 
-0.01537369108485409, -0.053958366220394814, -0.001207015629235782, 1741910190322653717, 
-0.010625513063976633, -0.023600503096765462, -0.001969637752251848, 1741910190430606326, 
0.01808713670037665, 0.1115360926174358, -0.0005274711632302716, 1741910190570869795, 
0.01808713670037665, 0.09570883254784428, 0.0017032506891184443, 1741910190570869795, 
-0.010755991384123642, -0.09614376028166764, 0.001694552134441977, 1741910190730422173, 
-0.02794918893554066, -0.15345441878639102, -0.0013745362412858435, 1741910190830543624, 
-0.02794918893554066, -0.05731065850472339, -0.004443624617013664, 1741910190830543624, 
-0.013332060406242463, 0.04872376176432732, -0.004615362551821585, 1741910190986060740, 
0.0030408331845556136, 0.10330007373365424, -0.0025493610771485007, 1741910191080413127, 
-0.013889780694596843, -0.0018590676278479323, -0.0016120671944189128, 1741910191230386870, 
-0.0129458339060739, -0.05328889030209838, -0.001586318761074342, 1741910191370351551, 
-0.0129458339060739, 0.0031464892950764747, -0.0026520965671163097, 1741910191370351551, 
0.00016649074968588806, 0.043707748852532625, -0.0017150118041641274, 1741910191480457550, 
-0.02089649078467165, -0.026502189595325836, -0.0022450555960706444, 1741910191630634363, 
-0.024267502496204296, -0.08144664415296728, -0.0029998335020793372, 1741910191770978698, 
-0.024267502496204296, -0.011236705705108818, -0.0046287663851386825, 1741910191770978698, 
-0.020932286012774193, 0.011117388278100345, -0.004631152733678852, 1741910191881471888, 
-0.011498555115648013, 0.04256315793518761, -0.0037798895749751, 1741910192030340577, 
-0.011498555115648013, 0.031445769657087265, -0.002928626416271348, 1741910192030340577, 
-0.01958448591295381, -0.026953102657685985, -0.0028387730762833223, 1741910192190400903, 
0.0022512332699141657, 0.04583262795187393, -0.0019221205172458436, 1741910192281379334, 
-0.04225013872136274, -0.07555217602802977, -0.003972226090960158, 1741910192430409871, 
-0.006966962723462922, -0.030727319977923623, -0.003131057878327433, 1741910192521706522, 
-0.006966962723462922, 0.11761058665966606, -0.0037456042778859053, 1741910192521706522, 
-0.0060030420416091745, 0.0032130689395124903, -0.0013291311659023345, 1741910192680894599, 
-0.021025912823910475, -0.046863167001491846, -0.0022663945059321713, 1741910192830959238, 
-0.009496840108353721, -0.011645993555815156, -0.002435052998258225, 1741910192920471903, 
0.0005360772629834365, 0.07187330028964638, -0.001999111711285384, 1741910193080554872, 
0.0005360772629834365, 0.033443057904457195, -0.0005616457054924565, 1741910193080554872, 
-0.01028569046078015, -0.036072559079211954, -0.0006142357289875518, 1741910193230456217, 
-0.016208573728301368, -0.05581550330428268, -0.0017305457950732054, 1741910193320800482, 
-0.012844524240170685, -0.008529445931301782, -0.0026225858952834804, 1741910193470529905, 
-0.012844524240170685, 0.011213498293768942, -0.002793174813909516, 1741910193470529905, 
-0.0071683690403826494, 0.018920517332626785, -0.0021904945013816015, 1741910193580384692, 
-0.011014240627019278, 0.006100945377171356, -0.002068475593838174, 1741910193720787056, 
0.024865725754068035, 0.10678031598150228, 0.00044554107244440717, 1741910193881226378, 
0.0010959965177574915, 0.0403674571492559, 0.0009964987763204165, 1741910193980575296, 
0.0010959965177574915, -0.07923243078770181, 0.0018038479193055346, 1741910193980575296, 
0.015036002565070039, 0.04646668682437516, 0.0011485330400390014, 1741910194120934532, 
0.015036002565070039, 0.04646668682437516, 0.002077866776526505, 1741910194120934532, 
-0.011638734048757704, -0.08891578871275914, 0.001228884738758825, 1741910194281225691, 
0.009691340691179273, -0.017815539579635886, 0.0008725739471661072, 1741910194383052799, 
-0.0076402898737268354, 0.013328147250102895, -0.0006391788820870177, 1741910194521713732, 
-0.0076402898737268354, -0.057772101883020364, -0.00037261593708495984, 1741910194521713732, 
0.022111860891167956, 0.09917383588298263, 0.00045541874291428567, 1741910194682200523, 
0.003415155632592093, 0.03685148502106309, 0.0011924484433355476, 1741910194782171450, 
-0.00951364128885801, -0.10541834060008655, 0.0010675583489934692, 1741910194921673710, 
-0.024988750997255615, -0.09467968876615902, -0.002072482443568102, 1741910195021491016, 
-0.024988750997255615, -0.051583699027992015, -0.0039660762188912825, 1741910195021491016, 
0.023666793321327706, 0.16218514772861106, -0.0017540472448789016, 1741910195180641075, 
-0.0014259961212360617, 0.07854251625339852, -0.0001831969198109314, 1741910195278523395, 
0.003523697219427524, -0.06714365367300061, 0.001717632961301278, 1741910195438836383, 
0.003523697219427524, 0.01649897780221195, 0.00037475988784126574, 1741910195438836383, 
0.02301917058043562, 0.06498491120336032, 0.0020044376679527113, 1741910195580455186, 
0.01001620390467306, 0.021641688950818454, 0.00243727144696908, 1741910195677740419, 
-0.0025621705126781524, -0.08527113697704591, 0.0020315469314953686, 1741910195837600116, 
-0.0025621705126781524, -0.041927914724504044, 0.00032612419195445034, 1741910195837600116, 
-0.020549085989395754, -0.059956384922392005, -0.0017115618009834706, 1741910195980488281, 
-0.003717739555748778, -0.0038518968102354187, -0.0017885997371881789, 1741910196077564669, 
-0.006242845658807172, 0.04768746776862861, -0.002033978080263447, 1741910196220406159, 
-0.029598505806480213, -0.08626922083577145, -0.002637272734735744, 1741910196380565563, 
-0.010740543888269338, -0.014992327431540553, -0.003105459690237115, 1741910196476480178, 
-0.010740543888269338, 0.06285987306070291, -0.0034053062388679257, 1741910196476480178, 
-0.01796765824889457, -0.024090381202084104, -0.0026299164016955496, 1741910196635420060, 
-0.01796765824889457, -0.024090381202084104, -0.0031117240257372315, 1741910196635420060, 
-0.0467090855674111, -0.09580475772838844, -0.005509626804346682, 1741910196780505819, 
-0.019884122153329797, -0.006388213014784094, -0.005637391064642365, 1741910196882434539, 
-0.017383729968513395, 0.09775118532965903, -0.005598462512616953, 1741910197021077019, 
0.027024063821592226, 0.15636061991640673, -0.0006829192200167311, 1741910197131096988, 
0.027024063821592226, 0.14802597930035208, 0.0024442931783114036, 1741910197131096988, 
-0.0035700637504382793, -0.10198042524010169, 0.0033652042595164115, 1741910197281424569, 
0.049583092780059734, 0.0751967631948917, 0.004869139523414246, 1741910197421047982, 
-0.008816892452462088, -0.01748942900674603, 0.002479742438477291, 1741910197531225130, 
-0.008816892452462088, -0.1946666174417394, 0.0021299538583423707, 1741910197531225130, 
0.0471889622849026, 0.1866861824578823, 0.001970345158665228, 1741910197682566927, 
