e, e_dot, e_int, stamp, 
-0.5849506714816645, -0.00458333844624681, -0.11680680075848301, 1741910330279105116, 
-0.5849506714816645, -0.00458333844624681, -0.11689846752740796, 1741910330279105116, 
-0.585638239720983, -0.002291894131061604, -0.11703597217895412, 1741910330529115012, 
-0.5833050194190439, 0.005485506875401909, -0.11692626204144609, 1741910330679137981, 
-0.5833050194190439, 0.0077774010064635135, -0.11681655190393804, 1741910330679137981, 
-0.5951390255646588, -0.03944668715204972, -0.11744993762684978, 1741910330930136878, 
-0.5869673253928299, -0.012207686579286761, -0.11769409135843552, 1741910331077206136, 
-0.5893585534316494, 0.019268240443364542, -0.11809766029260921, 1741910331188696487, 
-0.5856423129482269, 0.0044167081486767845, -0.11746454611818041, 1741910331329067017, 
-0.5972495950776897, -0.02630347215346755, -0.11815003076383773, 1741910331429030384, 
-0.5828380592821794, 0.00934751222015843, -0.11771533115387306, 1741910331569191382, 
-0.5833701193589503, 0.046264919062464584, -0.11756385158125464, 1741910331729081128, 
-0.5835413575713247, -0.002344327630484644, -0.11664996908083029, 1741910331828331675, 
-0.584181333133881, -0.002704045916435508, -0.11673952067094373, 1741910331968805073, 
-0.5905292577139629, -0.023293000475460568, -0.11721679656127791, 1741910332130086477, 
-0.5832402288055349, 0.003137014427820143, -0.11719672131022525, 1741910332229051572, 
-0.5159756027049224, 0.24851218336346848, -0.11264967261496134, 1741910332368384511, 
-0.46161696146711284, 0.40541089112807366, -0.10405551953183802, 1741910332485054923, 
-0.3988915337627471, 0.3902802298072509, -0.0917656065289855, 1741910332629113140, 
-0.3200540668063026, 0.47187631553603415, -0.07870417080241084, 1741910332788916442, 
-0.28029110685441755, 0.39533475636109855, -0.06661578049489783, 1741910332885107318, 
-0.21294923924324055, 0.3570160918768735, -0.054219627526930714, 1741910333029154272, 
-0.14426447345818802, 0.4534221113207651, -0.042500321303723075, 1741910333188664869, 
-0.08385183588672188, 0.43032467785506223, -0.029404369905876693, 1741910333289814394, 
-0.01209671734479531, 0.44055918704464236, -0.016014201779313682, 1741910333429071052, 
-0.00027082720220754364, 0.27860336228171445, -0.006414625362248315, 1741910333538363606, 
0.0024586823347542003, 0.0485179989318317, -0.0006605908141499102, 1741910333689121327, 
0.010463935119637391, 0.03578254107281645, 0.0008434526834789365, 1741910333825261207, 
0.0008590812971280004, -0.005332003458753999, 0.0009187799167679727, 1741910333938325351, 
0.0008590812971280004, -0.03201617940836463, 0.0008121398475928928, 1741910333938325351, 
0.025389132398423636, 0.08176683700431879, 0.0018071529995119758, 1741910334086103493, 
0.019897811125196174, 0.06346243276022724, 0.003076401654716521, 1741910334225041397, 
0.04599149499235483, 0.06867454197977065, 0.006085229234398309, 1741910334342019844, 
0.04599149499235483, 0.0869789462238622, 0.007458720073993722, 1741910334342019844, 
0.043468031676856686, -0.008411544384993816, 0.00903006811077109, 1741910334488334235, 
0.052127318474333065, 0.020452744939927447, 0.00943912300956964, 1741910334578688023, 
0.05098661523073934, 0.025061945179608858, 0.009772131025461938, 1741910334738973489, 
0.05098661523073934, -0.003802344145312405, 0.010273369929054118, 1741910334738973489, 
0.0523420691732015, 0.0045181798082071884, 0.010287686642312012, 1741910334888956071, 
0.03428624028565608, -0.055667916483610885, 0.009174328312639793, 1741910334978718196, 
0.060706479789367926, 0.027881368720554744, 0.009822319283215034, 1741910335138927217, 
0.05949004925447124, 0.08401269656271719, 0.010298851288633015, 1741910335239097505, 
0.05606391990049624, -0.015475199629572297, 0.011750696596289027, 1741910335378273229, 
0.05606391990049624, -0.011420431179916674, 0.01144119260369758, 1741910335378273229, 
0.05611153664718803, 0.00015872248897264019, 0.011215958429878698, 1741910335539008387, 
0.05920856000783112, 0.010482133691116271, 0.011425601103701026, 1741910335638557259, 
0.05684052538451305, 0.002429962457750068, 0.01147737480263548, 1741910335778241502, 
0.05684052538451305, -0.007893448744393563, 0.011525974051790481, 1741910335778241502, 
