x, y, theta, stamp, 
-1.656549386552797e-07, 1.9074238366556528e-07, -1.9076591870066096e-06, 1740701067505167735, 
-1.656549386552797e-07, 1.9074238366556528e-07, -1.907659680147252e-06, 1740701067565037591, 
-1.656549386552797e-07, 1.9074238366556528e-07, -1.90766042569311e-06, 1740701067614881440, 
-1.656549386552797e-07, 1.9074238366556528e-07, -1.90766042569311e-06, 1740701067665520490, 
-1.656549386552797e-07, 1.9074238366556528e-07, -1.9076709463638293e-06, 1740701067716828994, 
-1.8636175980191183e-07, 2.1458519938732934e-07, -2.146104115972636e-06, 1740701067761419703, 
-1.8636175980191183e-07, 2.1458519938732934e-07, -2.1460946042852803e-06, 1740701067855290184, 
-1.8636175980191183e-07, 2.1458519938732934e-07, -2.1460757535861393e-06, 1740701067921352073, 
-1.8636175980191183e-07, 2.1458519938732934e-07, -2.1460739345557127e-06, 1740701067965575012, 
-1.8636175980191183e-07, 2.1458519938732934e-07, -2.146068641028047e-06, 1740701068015392199, 
-1.8636175980191183e-07, 2.1458519938732934e-07, -2.1460577268444472e-06, 1740701068065437946, 
-1.8636175980191183e-07, 2.1458519938732934e-07, -2.146049744179814e-06, 1740701068115438964, 
0.0002694199502002448, -6.483017205027863e-05, 0.0011759081091744358, 1740701068255330086, 
0.010221153497695923, -9.258350473828614e-06, 0.019067235490523898, 1740701068365359188, 
0.02672608382999897, 0.0006756302900612354, 0.04927256934999267, 1740701068465422906, 
0.03756054490804672, 0.0014101790729910135, 0.06913742380414387, 1740701068515396641, 
0.08373715728521347, 0.007219831924885511, 0.1498373385635783, 1740701068675356703, 
0.11483907699584961, 0.013003172352910042, 0.18945985378297076, 1740701068765100757, 
0.14962179958820343, 0.020856939256191254, 0.2315497659499123, 1740701068865391466, 
0.16628262400627136, 0.025142841041088104, 0.2538640033157729, 1740701068915445727, 
0.1960384100675583, 0.03405541554093361, 0.2954052480342328, 1740701069005404571, 
0.24955378472805023, 0.053190987557172775, 0.36023914889493613, 1740701069165246168, 
0.28263822197914124, 0.06711316853761673, 0.40032715473972935, 1740701069265640518, 
