x, y, theta, stamp, 
4.149988086510348e-08, -4.8509949834851795e-08, 4.768331822890555e-07, 1740701792652446494, 
4.149988086510348e-08, -4.8509949834851795e-08, 4.768330957151116e-07, 1740701792703355913, 
4.149988086510348e-08, -4.8509949834851795e-08, 4.7683325669557125e-07, 1740701792749924349, 
4.149988086510348e-08, -4.8509949834851795e-08, 4.7683325669557125e-07, 1740701792812344940, 
4.149988086510348e-08, -4.8509949834851795e-08, 4.7683084233067314e-07, 1740701792910329550, 
4.149988086510348e-08, -4.8509949834851795e-08, 4.768294780793313e-07, 1740701792953334115, 
4.149988086510348e-08, -4.8509949834851795e-08, 4.7683008215674736e-07, 1740701793052737973, 
4.149988086510348e-08, -4.8509949834851795e-08, 4.7683152371053855e-07, 1740701793100864149, 
-1.6599909713477246e-07, 1.9403992723709962e-07, -1.907375279996813e-06, 1740701793164088839, 
2.0933797713951208e-05, -1.4056824966246495e-06, 1.5258909366688876e-05, 1740701793212892104, 
0.0027415393851697445, 0.0001225300511578098, 0.0038371863292014172, 1740701793260822477, 
0.022270409390330315, 0.0005907921004109085, 0.04039628876071803, 1740701793404498263, 
0.043361760675907135, 0.002045437227934599, 0.08239946632936253, 1740701793500408799, 
0.12759169936180115, 0.014410716481506824, 0.2263654371861603, 1740701793753390519, 
0.16306540369987488, 0.023490289226174355, 0.28833084584033813, 1740701793853463289, 
0.19646616280078888, 0.03418993577361107, 0.3474647016321553, 1740701793951336332, 
0.22809863090515137, 0.04619336873292923, 0.40239199361120054, 1740701794045034945, 
0.26473671197891235, 0.06254476308822632, 0.4666640444381449, 1740701794154463194, 
0.2968025803565979, 0.07942938059568405, 0.5276214864614871, 1740701794255471187, 
0.3268096148967743, 0.09803592413663864, 0.5881072192146748, 1740701794353313547, 
0.35406753420829773, 0.11689223349094391, 0.6407117060561259, 1740701794443521088, 
0.3854365050792694, 0.1413651704788208, 0.7053552879669882, 1740701794553339017, 
0.41115322709083557, 0.16403856873512268, 0.7663851779380418, 1740701794652488570, 
0.43363264203071594, 0.1862778663635254, 0.8158162921204496, 1740701794752513060, 
0.4562157392501831, 0.2110186219215393, 0.8522956635803128, 1740701794843690298, 
0.4822777509689331, 0.24162538349628448, 0.9026992060049024, 1740701794953403826, 
0.5041406750679016, 0.27000391483306885, 0.9525100113613562, 1740701795053512512, 
0.5239734649658203, 0.29820433259010315, 0.9939264112917038, 1740701795153810852, 
0.5422958135604858, 0.3272140324115753, 1.0235901134083245, 1740701795262517764, 
0.5575317144393921, 0.3529660999774933, 1.0507623525063703, 1740701795353438845, 
0.5723482370376587, 0.3798978626728058, 1.071293435930125, 1740701795452486539, 
0.5849974751472473, 0.4035196900367737, 1.0809932539290998, 1740701795553398351, 
0.5996403694152832, 0.4307625889778137, 1.0900412526941787, 1740701795662870469, 
0.6108841300010681, 0.45255178213119507, 1.0941367385184473, 1740701795753501837, 
0.6222991943359375, 0.47455430030822754, 1.093497258423355, 1740701795852388820, 
0.6334941983222961, 0.49599212408065796, 1.0906438145307908, 1740701795954110134, 
0.6455504894256592, 0.5190622210502625, 1.0872635545072116, 1740701796063703814, 
0.6551843881607056, 0.5374865531921387, 1.081102364919919, 1740701796152337730, 
0.665155827999115, 0.5559418201446533, 1.0684538684949558, 1740701796253389309, 
0.6751833558082581, 0.5737029314041138, 1.0519204635120205, 1740701796353445265, 
0.6863483786582947, 0.5928055644035339, 1.0344164513726963, 1740701796463669609, 
0.6959591507911682, 0.6087661385536194, 1.0231025130925866, 1740701796553877764, 
0.7060983180999756, 0.6251137256622314, 1.0101717212144352, 1740701796652956519, 
0.7156926393508911, 0.6401492953300476, 0.9937416243231502, 1740701796763544797, 
0.7254876494407654, 0.6550153493881226, 0.9777253169082398, 1740701796863762415, 
0.7344720363616943, 0.6683009266853333, 0.964660709350696, 1740701796954729072, 
0.7443881630897522, 0.6824108362197876, 0.9500256221035553, 1740701797053790400, 
0.7546402215957642, 0.6965887546539307, 0.9347630260156988, 1740701797153539366, 
0.7640721797943115, 0.7091023921966553, 0.9248053483699822, 1740701797263360908, 
0.7698569297790527, 0.7170143127441406, 0.9128370880819935, 1740701797353473259, 
0.7788437604904175, 0.7283867001533508, 0.9025380628593033, 1740701797454211864, 
0.7868992686271667, 0.7384073138237, 0.8938390366613076, 1740701797553641751, 
0.7958465814590454, 0.7492754459381104, 0.8862023315760295, 1740701797663523108, 
0.8040186762809753, 0.7591398358345032, 0.8767228739394048, 1740701797758606081, 
0.811607837677002, 0.7681400775909424, 0.8704542424530797, 1740701797849502215, 
0.8203502297401428, 0.7783402800559998, 0.8651410429770126, 1740701797967424867, 
0.8258160948753357, 0.7849993109703064, 0.8631779381240471, 1740701798058679727, 
0.8326416015625, 0.7930987477302551, 0.863341597537077, 1740701798158584212, 
0.8393505811691284, 0.8009461164474487, 0.8624458065648922, 1740701798253391360, 
0.8465613126754761, 0.8090425729751587, 0.8606890703894232, 1740701798354526919, 
0.8541614413261414, 0.8178169131278992, 0.8576269362475055, 1740701798463526367, 
0.8594578504562378, 0.8240304589271545, 0.8568138425180404, 1740701798553372861, 
0.8648202419281006, 0.8301751017570496, 0.8592975876762101, 1740701798653392769, 
0.8709509372711182, 0.8370099067687988, 0.8621573846168762, 1740701798764160004, 
