e, e_dot, e_int, stamp, 
1.4142135549386126, 0.0, 0.13856233187372294, 1740697682567513567, 
1.4142135549386126, 0.0, 0.1375327886483683, 1740697682618475933, 
1.4142135549386126, 0.0, 0.1300480407814388, 1740697682659471419, 
1.4142135549386126, 0.0, 0.12884688698383304, 1740697682709584441, 
1.4142135549386126, 0.0, 0.1447592035394307, 1740697682761831634, 
1.4142135549386126, 0.0, 0.139822145835374, 1740697682808453629, 
1.4142135549386126, 0.0, 0.15550389466982872, 1740697682871789493, 
1.4142135549386126, 0.0, 0.1304860283762575, 1740697682900721185, 
1.4142133070876777, -1.2135584005230568e-06, 0.1371928206656523, 1740697682968799473, 
1.4142020195995544, -7.7019166165734e-05, 0.1664691141271373, 1740697683018432952, 
1.4094648061033082, -0.017032508113695142, 0.20166262824709505, 1740697683111556669, 
1.4046188556142196, -0.04995661071055523, 0.20024152963411276, 1740697683160505800, 
1.3841412750425073, -0.082099427102715, 0.2630468490252686, 1740697683299526718, 
1.3579422781207355, -0.1219267238120187, 0.3579086357331043, 1740697683419440684, 
1.3343774311850523, -0.15894642139742618, 0.28687977726449004, 1740697683510650861, 
1.321326923067629, -0.17528796351899603, 0.18729813791368313, 1740697683559436669, 
1.2840120186642587, -0.17753963884805027, 0.24890723829189368, 1740697683700187783, 
1.2700433743302166, -0.1809486932049884, 0.2467924428522872, 1740697683750482937, 
1.238540730208379, -0.18894494545379403, 0.20133957058200488, 1740697683859450381, 
1.2091953123604644, -0.19419159149082307, 0.2589568616685382, 1740697683959443851, 
1.161804174540719, -0.19657474093780877, 0.31278239740789016, 1740697684119413461, 
1.132052465184299, -0.19692475002208532, 0.30474925866427544, 1740697684220429925, 
1.1198448389555782, -0.2023218421749653, 0.1594063180385184, 1740697684259501561, 
1.0890755010922673, -0.2067246714694099, 0.15486425944372906, 1740697684359489057, 
1.0466514372234867, -0.20320010360725368, 0.26101627570972047, 1740697684500027306, 
1.0094175239680214, -0.20429428494270352, 0.27284746650551184, 1740697684619744956, 
0.9974751367601351, -0.2037524269132783, 0.16234004849998707, 1740697684659520711, 
0.9522358367742861, -0.2005685598174046, 0.18725532816143647, 1740697684809586656, 
0.9248867899806604, -0.20000653058037451, 0.2315681230709449, 1740697684901190825, 
0.8884161986953818, -0.20134719224816092, 0.19450045529362833, 1740697685020576775, 
0.8763650606954195, -0.205284763879353, 0.14184798883044922, 1740697685059405132, 
0.8461233199895327, -0.20398074114957207, 0.12106629811910312, 1740697685159685227, 
0.813076692446739, -0.20021907842108297, 0.1781426321632213, 1740697685270177832, 
0.7676730596924098, -0.2010518565580404, 0.2101767221977443, 1740697685419496988, 
0.7566341205945903, -0.19132607227372314, 0.1482043005193319, 1740697685460396010, 
0.7296269517416255, -0.18082617563090256, 0.10517003240895288, 1740697685559478939, 
0.6912934606048216, -0.18121944525019298, 0.1745596981615229, 1740697685700885553, 
0.6609513947571165, -0.17496904432305194, 0.18108690439521766, 1740697685820427145, 
0.6515254625772805, -0.16318591232503424, 0.1065514511378643, 1740697685860411997, 
0.6153695908112058, -0.1590138155456868, 0.12198145985795136, 1740697686010247439, 
0.5934425288905455, -0.16087573333019523, 0.1492593484163317, 1740697686101109196, 
