x, y, theta, stamp, 
-2.6148576580453664e-05, 3.0117287678876892e-05, -0.00030112668203470104, 1740701210851911420, 
-2.637627585500013e-05, 3.0379627787624486e-05, -0.00030374911912328976, 1740701210921641852, 
-2.67281720880419e-05, 3.078506051679142e-05, -0.0003078021995968377, 1740701210972787168, 
-2.67281720880419e-05, 3.078506051679142e-05, -0.000307802112284079, 1740701211017778867, 
0.0007205213769339025, 7.334678230108693e-06, 0.002307924529539196, 1740701211062980168, 
0.004097175318747759, 0.00022482431086245924, 0.008564906778361634, 1740701211112566883, 
0.009849270805716515, 0.0005189736839383841, 0.018697847763291604, 1740701211162733126, 
0.01866789534687996, 0.0011213216930627823, 0.03442236116072728, 1740701211222812419, 
0.02418835461139679, 0.0012434672098606825, 0.0440550086291541, 1740701211252468482, 
0.03456386551260948, 0.00197316100820899, 0.06223668350291268, 1740701211302634658, 
0.05233559012413025, 0.003776394296437502, 0.09257799560590467, 1740701211372648521, 
0.06415433436632156, 0.005038091447204351, 0.11192227782052402, 1740701211412601264, 
0.08060335367918015, 0.007267379201948643, 0.13736864559560724, 1740701211463733698, 
0.09783443063497543, 0.010051884688436985, 0.15902713182979777, 1740701211512588443, 
0.13347306847572327, 0.016761530190706253, 0.1918758430125044, 1740701211612449048, 
0.18900081515312195, 0.030066218227148056, 0.2526989622713983, 1740701211772581330, 
0.20262105762958527, 0.033875804394483566, 0.2678902430263518, 1740701211812601610, 
0.23712246119976044, 0.044377606362104416, 0.3022128999504961, 1740701211912570382, 
0.2745803892612457, 0.057466015219688416, 0.34071170924060784, 1740701212022773975, 
0.30820345878601074, 0.0707586333155632, 0.37744866000526284, 1740701212122754151, 
0.33785974979400635, 0.08365820348262787, 0.40785071194413675, 1740701212212606557, 
0.36904528737068176, 0.09820140153169632, 0.4490650877544176, 1740701212312633552, 
0.400187611579895, 0.11461157351732254, 0.4895887388771522, 1740701212412551693, 
0.447492778301239, 0.1427159458398819, 0.556095581913708, 1740701212572734332, 
0.45805463194847107, 0.14958064258098602, 0.5758952053883092, 1740701212612663629, 
0.4830491542816162, 0.16713237762451172, 0.6270276240997816, 1740701212712831495, 
0.4949493110179901, 0.17607571184635162, 0.6523397032680479, 1740701212762681958, 
0.5163494348526001, 0.1937021017074585, 0.700019187771809, 1740701212852677180, 
0.5529273748397827, 0.2278096228837967, 0.7840909885075048, 1740701213012696423, 
0.5637913346290588, 0.23896807432174683, 0.8107217498248879, 1740701213063744720, 
0.5821611881256104, 0.25982293486595154, 0.8582239635078016, 1740701213162777019, 
0.5982774496078491, 0.279315322637558, 0.903635922971261, 1740701213322058484, 
0.6017504930496216, 0.28381872177124023, 0.9138530086747394, 1740701213412591405, 
0.6018736958503723, 0.28395020961761475, 0.9138625172553123, 1740701213512598232, 
0.6019410490989685, 0.2839707136154175, 0.9141801086368077, 1740701213652788532, 
0.6095389723777771, 0.2940320670604706, 0.9168855266584897, 1740701213771928507, 
0.6139814853668213, 0.30008944869041443, 0.9190040647790393, 1740701213812677606, 
0.6282601952552795, 0.31905823945999146, 0.9264897168120512, 1740701213912611553, 
0.6433395743370056, 0.3394896984100342, 0.9348893869814545, 1740701214012824353, 
0.6695926189422607, 0.3758991062641144, 0.9438915865472709, 1740701214172666162, 
0.6853000521659851, 0.3987465500831604, 0.9583408897861183, 1740701214263682221, 
0.6947808265686035, 0.41230979561805725, 0.9646493804436181, 1740701214312597529, 
0.7198846340179443, 0.44966423511505127, 0.985991782950429, 1740701214452634422, 
0.7340254187583923, 0.4722844958305359, 1.007532257424349, 1740701214571980353, 
0.7417669296264648, 0.4852057993412018, 1.0181688870246797, 1740701214663617368, 
0.7467212677001953, 0.49334263801574707, 1.0263931449070671, 1740701214714612976, 
0.7570987939834595, 0.5113154649734497, 1.0413408825031978, 1740701214823787537, 
0.7695226669311523, 0.5338494181632996, 1.064099784145171, 1740701214972850300, 
0.7736443877220154, 0.541278064250946, 1.0712461574908754, 1740701215063690291, 
0.7756526470184326, 0.5452291369438171, 1.0749623241360666, 1740701215113639123, 
0.7819499969482422, 0.5573804974555969, 1.078711465822956, 1740701215212738711, 
0.7916547060012817, 0.576576292514801, 1.088833243057612, 1740701215372296389, 
0.7940798401832581, 0.5812745690345764, 1.0893361119566372, 1740701215412807267, 
0.8001607060432434, 0.5931307673454285, 1.0914972223450616, 1740701215513681734, 
0.8086332082748413, 0.6098192930221558, 1.0942246850778181, 1740701215652184367, 
0.8157283067703247, 0.62386155128479, 1.0966648158933805, 1740701215772642292, 
0.821584165096283, 0.6347532272338867, 1.0930500579110265, 1740701215863624479, 
0.8246410489082336, 0.6406937837600708, 1.092831359856715, 1740701215914778182, 
0.8328627943992615, 0.6567897200584412, 1.0912654408167164, 1740701216052257011, 
0.8400218486785889, 0.6705062985420227, 1.0911968971309702, 1740701216172821485, 
0.8455056548118591, 0.6809663772583008, 1.091932874715154, 1740701216262953213, 
0.8483359813690186, 0.6863518357276917, 1.09178119948968, 1740701216314822771, 
0.8539533615112305, 0.6971883177757263, 1.091595713984821, 1740701216421972801, 
0.8614058494567871, 0.7122137546539307, 1.0980031631994986, 1740701216572196918, 
0.8645784854888916, 0.7188118100166321, 1.0993886083930293, 1740701216663647089, 
0.8664329648017883, 0.722354531288147, 1.1020600626268384, 1740701216713851819, 
0.8703979849815369, 0.7303701639175415, 1.1058688595533355, 1740701216812781146, 
0.8765915632247925, 0.7431128621101379, 1.1109724212998178, 1740701216972770178, 
0.8791842460632324, 0.7490176558494568, 1.112779874669712, 1740701217063656484, 
